Rank,Name,Team,Position,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGamePPR,FantasyPointsPPR
419,Joey Slye,WAS,K,17,CLE,1,1,100,43,1,1,4,4
419,Chase McLaughlin,IND,K,17,NYG,1,2,50,23,1,1,4,4
419,Matt Gay,LAR,K,17,LAC,1,1,100,23,1,1,4,4
419,Eddy Piñeiro,CAR,K,18,NO,1,1,100,42,1,1,4,4
419,Graham Gano,NYG,K,18,PHI,1,1,100,24,1,1,4,4
464,Riley Patterson,JAX,K,4,PHI,0,0,0,0,3,3,3,3
464,Mason Crosby,GB,K,7,WAS,0,0,0,0,3,3,3,3
464,Riley Patterson,JAX,K,7,NYG,1,1,100,27,0,1,3,3
464,Eddy Piñeiro,CAR,K,7,TB,0,0,0,0,3,3,3,3
464,Ryan Succop,TB,K,7,CAR,1,1,100,27,0,0,3,3
464,Brandon McManus,DEN,K,7,NYJ,1,2,50,44,0,1,3,3
464,Taylor Bertolet,LAC,K,7,SEA,0,0,0,0,3,3,3,3
464,Greg Joseph,MIN,K,5,CHI,0,2,0,0,3,3,3,3
464,Chris Boswell,PIT,K,5,BUF,1,3,33.3,29,0,0,3,3
464,Randy Bullock,TEN,K,5,WAS,0,0,0,0,3,3,3,3
464,Greg Zuerlein,NYJ,K,16,JAX,1,1,100,37,0,0,3,3
464,Tyler Bass,BUF,K,16,CHI,0,1,0,0,3,4,3,3
464,Chase McLaughlin,IND,K,16,LAC,1,1,100,0,0,0,3,3
464,Greg Zuerlein,NYJ,K,1,BAL,1,2,50,45,0,1,3,3
464,Jake Elliott,PHI,K,9,HOU,0,1,0,0,3,3,3,3
464,Chase McLaughlin,IND,K,9,NE,1,2,50,40,0,0,3,3
464,Eddy Piñeiro,CAR,K,9,CIN,0,0,0,0,3,3,3,3
464,Mason Crosby,GB,K,9,DET,1,1,100,25,0,0,3,3
464,Matt Prater,ARI,K,9,SEA,0,0,0,0,3,3,3,3
464,Jason Sanders,MIA,K,3,BUF,0,0,0,0,3,3,3,3
464,Matt Ammendola,KC,K,3,IND,1,2,50,26,0,1,3,3
464,Mason Crosby,GB,K,11,TEN,1,1,100,39,0,1,3,3
464,Josh Lambo,TEN,K,11,GB,0,0,0,0,3,4,3,3
464,Eddy Piñeiro,CAR,K,11,BAL,1,1,100,32,0,0,3,3
464,Greg Zuerlein,NYJ,K,11,NE,1,1,100,45,0,0,3,3
464,Greg Joseph,MIN,K,11,DAL,1,1,100,25,0,0,3,3
464,Brandon McManus,DEN,K,8,JAX,0,0,0,0,3,3,3,3
464,Robbie Gould,SF,K,15,SEA,0,1,0,0,3,3,3,3
464,Wil Lutz,NO,K,15,ATL,0,0,0,0,3,3,3,3
464,Riley Patterson,JAX,K,6,IND,0,0,0,0,3,3,3,3
464,Matt Ammendola,ARI,K,6,SEA,1,1,100,23,0,1,3,3
464,Younghoe Koo,ATL,K,10,CAR,1,1,100,33,0,2,3,3
464,Ryan Succop,TB,K,10,SEA,0,1,0,0,3,3,3,3
464,Harrison Butker,KC,K,10,JAX,0,0,0,0,3,4,3,3
464,Jake Elliott,PHI,K,10,WAS,0,0,0,0,3,3,3,3
464,Ka'imi Fairbairn,HOU,K,12,MIA,1,1,100,28,0,0,3,3
464,Jason Sanders,MIA,K,17,NE,0,1,0,0,3,3,3,3
464,Harrison Butker,KC,K,17,DEN,0,1,0,0,3,3,3,3
464,Tyler Bass,BUF,K,17,CIN,1,1,100,25,0,0,3,3
503,Nick Folk,NE,K,7,CHI,0,0,0,0,2,2,2,2
503,Randy Bullock,TEN,K,16,HOU,0,0,0,0,2,2,2,2
503,Joey Slye,WAS,K,16,SF,0,0,0,0,2,2,2,2
503,Joey Slye,WAS,K,1,JAX,0,0,0,0,2,2,2,2
503,Chris Boswell,PIT,K,14,BAL,0,1,0,0,2,2,2,2
503,Graham Gano,NYG,K,14,PHI,0,0,0,0,2,2,2,2
503,Randy Bullock,TEN,K,14,JAX,0,0,0,0,2,2,2,2
503,Wil Lutz,NO,K,3,CAR,0,2,0,0,2,2,2,2
503,Mason Crosby,GB,K,3,TB,0,0,0,0,2,2,2,2
503,Matt Gay,LAR,K,8,SF,0,0,0,0,2,2,2,2
503,Cairo Santos,CHI,K,15,PHI,0,0,0,0,2,3,2,2
503,Randy Bullock,TEN,K,15,LAC,0,1,0,0,2,2,2,2
503,Robbie Gould,SF,K,6,ATL,0,0,0,0,2,2,2,2
503,Daniel Carlson,LV,K,10,IND,0,0,0,0,2,2,2,2
503,Cade York,CLE,K,18,PIT,0,0,0,0,2,2,2,2
518,Joey Slye,WAS,K,2,DET,0,0,0,0,1,2,1,1
518,Jason Myers,SEA,K,2,SF,0,0,0,0,1,1,1,1
518,Matt Prater,ARI,K,2,LV,0,0,0,0,1,1,1,1
518,Randy Bullock,TEN,K,2,BUF,0,0,0,0,1,1,1,1
518,Greg Joseph,MIN,K,2,PHI,0,0,0,0,1,1,1,1
518,Younghoe Koo,ATL,K,5,TB,0,1,0,0,1,1,1,1
518,Nick Folk,NE,K,1,MIA,0,0,0,0,1,1,1,1
518,Cairo Santos,CHI,K,1,SF,0,0,0,0,1,3,1,1
518,Mason Crosby,GB,K,1,MIN,0,0,0,0,1,1,1,1
518,Matt Prater,ARI,K,1,KC,0,0,0,0,1,1,1,1
518,Graham Gano,NYG,K,1,TEN,0,0,0,0,1,1,1,1
518,Ryan Succop,TB,K,14,SF,0,1,0,0,1,1,1,1
518,Michael Badgley,DET,K,9,GB,0,0,0,0,1,1,1,1
518,Evan McPherson,CIN,K,8,CLE,0,1,0,0,1,2,1,1
518,Cairo Santos,CHI,K,6,WAS,0,0,0,0,1,1,1,1
518,Evan McPherson,CIN,K,17,BUF,0,0,0,0,1,1,1,1
518,Wil Lutz,NO,K,18,CAR,0,2,0,0,1,1,1,1
518,Cairo Santos,CHI,K,18,MIN,0,0,0,0,1,1,1,1
518,Matt Prater,ARI,K,18,SF,0,0,0,0,1,2,1,1
537,Chase McLaughlin,IND,K,2,JAX,0,0,0,0,0,0,0,0
537,Nick Folk,NE,K,16,CIN,0,0,0,0,0,2,0,0
537,Tristan Vizcaino,NE,K,16,CIN,0,0,0,0,0,0,0,0
537,Joey Slye,WAS,K,3,PHI,0,0,0,0,0,0,0,0
537,Graham Gano,NYG,K,11,DET,0,0,0,0,0,2,0,0
537,Rodrigo Blankenship,ARI,K,8,MIN,0,0,0,0,0,0,0,0
537,Daniel Carlson,LV,K,8,NO,0,0,0,0,0,0,0,0
537,Tristan Vizcaino,NE,K,13,BUF,0,0,0,0,0,0,0,0
537,Ramiz Ahmed,GB,K,10,DAL,0,0,0,0,0,0,0,0
537,Wil Lutz,NO,K,12,SF,0,1,0,0,0,0,0,0
537,Brett Maher,DAL,K,18,WAS,0,0,0,0,0,1,0,0
