player_display_name,position,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points_ppr
Tyler Conklin,TE,NYJ,2023,5,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,67.0,0,0.0,0.0,37.0,38.0,2.0,3.8582799434661865,0,1.8108108043670652,0.1923076957464218,0.2044198960065841,0.4315554499626159,0.0,10.7
Tyler Conklin,TE,NYJ,2023,6,REG,PHI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,24.0,0,0.0,0.0,44.0,8.0,1.0,-1.5558679103851318,0,0.5454545617103577,0.1212121248245239,0.1698841750621795,0.3007371127605438,0.0,5.4
Tyler Conklin,TE,NYJ,2023,8,REG,NYG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,5.0,0.0,0.0,-3.390995740890503,0,0.0,0.0588235296308994,0.0188679248094558,0.1014428436756134,0.0,0.0
Tyler Conklin,TE,NYJ,2023,9,REG,LAC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,6,66.0,0,0.0,0.0,48.0,18.0,2.0,1.901355266571045,0,1.375,0.125,0.1340782195329666,0.2813547551631927,0.0,12.6
Tyler Conklin,TE,NYJ,2023,10,REG,LV,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,7,70.0,0,0.0,0.0,47.0,23.0,2.0,2.257519483566284,0,1.4893616437911987,0.1891891956329345,0.1432926803827285,0.3840886652469635,0.0,14.0
Tyler Conklin,TE,NYJ,2023,11,REG,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,18.0,0,0.0,0.0,17.0,7.0,1.0,-0.947363257408142,0,1.058823585510254,0.1071428582072258,0.0923913046717643,0.2253881990909576,0.0,3.8
Tyler Conklin,TE,NYJ,2023,12,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,33.0,0,0.0,0.0,13.0,24.0,2.0,3.037463426589966,0,2.538461446762085,0.1388888955116272,0.1092436984181404,0.2848039269447326,0.0,7.3
Tyler Conklin,TE,NYJ,2023,13,REG,ATL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,9,35.0,0,0.0,0.0,118.0,3.0,2.0,-2.8247666358947754,0,0.2966101765632629,0.25,0.3746031820774078,0.6372222304344177,0.0,6.5
Tyler Conklin,TE,NYJ,2023,14,REG,HOU,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,57.0,0,0.0,0.0,45.0,14.0,3.0,3.9529218673706055,0,1.2666666507720947,0.1714285761117935,0.1914893686771392,0.3911854028701782,0.0,9.7
Tyler Conklin,TE,NYJ,2023,15,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,7,18.0,0,0.0,0.0,34.0,2.0,2.0,0.6354954242706299,0,0.529411792755127,0.2121212184429168,0.1168384850025177,0.3999687731266022,0.0,5.8
Tyler Conklin,TE,NYJ,2023,16,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-3.542233228683472,0,4,7,36.0,0,0.0,0.0,22.0,32.0,2.0,0.3326433598995209,0,1.6363636255264282,0.1555555611848831,0.159420296549797,0.3449275493621826,0.0,7.6
Tyler Conklin,TE,NYJ,2023,17,REG,CLE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,5,45.0,0,0.0,0.0,35.0,10.0,3.0,2.186544179916382,0,1.2857142686843872,0.1136363670229911,0.1933701634407043,0.3058136701583862,0.0,9.5
Tyler Conklin,TE,NYJ,2023,18,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,16.0,0,0.0,0.0,9.0,10.0,0.0,-0.8716527223587036,0,1.7777777910232544,0.1666666716337204,0.0604026839137077,0.2922818660736084,0.0,3.6
Marquez Valdes-Scantling,WR,KC,2023,1,REG,DET,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,48.0,0,0.0,0.0,46.0,2.0,2.0,4.062221527099609,0,1.04347825050354,0.0540540553629398,0.1341107934713363,0.1749586313962936,0.0,6.8
Marquez Valdes-Scantling,WR,KC,2023,2,REG,JAX,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,13.0,0,0.0,0.0,27.0,1.0,0.0,-0.480809211730957,0,0.4814814925193786,0.0750000029802322,0.097472921013832,0.1807310432195663,0.0,3.3
Marquez Valdes-Scantling,WR,KC,2023,3,REG,CHI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,37.0,0,0.0,0.0,41.0,12.0,1.0,3.172572612762451,0,0.9024389982223512,0.0540540553629398,0.164658635854721,0.1963421255350113,0.0,4.7
Marquez Valdes-Scantling,WR,KC,2023,4,REG,NYJ,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,6.0,0,0.0,0.0,50.0,1.0,1.0,0.1657576858997345,0,0.1199999973177909,0.0689655169844627,0.2525252401828766,0.2802159488201141,0.0,1.6
Marquez Valdes-Scantling,WR,KC,2023,5,REG,MIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,12.0,0,0.0,0.0,27.0,5.0,1.0,-0.5453372001647949,0,0.4444444477558136,0.0512820519506931,0.1134453788399696,0.1563348472118377,0.0,2.2
Marquez Valdes-Scantling,WR,KC,2023,6,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,7.0,0.0,0.0,-1.392652153968811,0,0.0,0.0256410259753465,0.040462426841259,0.0667852386832237,0.0,0.0
Marquez Valdes-Scantling,WR,KC,2023,7,REG,LAC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,5,84.0,1,0.0,0.0,69.0,35.0,3.0,5.623904705047607,0,1.2173912525177002,0.125,0.2123076915740966,0.3361153900623321,0.0,17.4
Marquez Valdes-Scantling,WR,KC,2023,8,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,27.0,0,1.0,1.0,72.0,10.0,1.0,-6.433191299438477,0,0.375,0.1081081107258796,0.2790697813034057,0.3575110137462616,0.0,2.7
Marquez Valdes-Scantling,WR,KC,2023,9,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,22.0,0,0.0,0.0,57.0,4.0,1.0,-0.3276516497135162,0,0.3859649002552032,0.1071428582072258,0.3333333432674408,0.3940476179122925,0.0,4.2
Marquez Valdes-Scantling,WR,KC,2023,11,REG,PHI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0,0.0,0.0,94.0,0.0,0.0,-1.6925108432769775,0,0.0,0.0769230797886848,0.2708933651447296,0.3050099611282348,0.0,0.0
Marquez Valdes-Scantling,WR,KC,2023,12,REG,LV,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,-1.0,0,0.0,0.0,-1.0,0.0,0.0,-0.5832105875015259,0,0.0,0.03125,-0.0067114094272255,0.0421770140528678,0.0,0.9
Marquez Valdes-Scantling,WR,KC,2023,13,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,5,25.0,0,0.0,0.0,133.0,0.0,2.0,1.804474949836731,0,0.1879699230194091,0.1666666716337204,0.5782608985900879,0.6547825932502747,0.0,4.5
Marquez Valdes-Scantling,WR,KC,2023,14,REG,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,22.0,0,0.0,0.0,49.0,13.0,1.0,-1.4561233520507812,0,0.4489795863628387,0.1025641039013862,0.1821561306715011,0.2813554406166076,0.0,4.2
Marquez Valdes-Scantling,WR,KC,2023,15,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,17.0,0,0.0,0.0,15.0,2.0,1.0,1.15095317363739,0,1.1333333253860474,0.0285714287310838,0.0773195847868919,0.0969808548688888,0.0,2.7
Marquez Valdes-Scantling,WR,KC,2023,16,REG,LV,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,12.0,0.0,0.0,-0.7659696340560913,0,0.0,0.0243902429938316,0.072289153933525,0.0871877744793891,0.0,0.0
Marquez Valdes-Scantling,WR,KC,2023,17,REG,CIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,3.0,0,0.0,0.0,44.0,7.0,0.0,-1.63611102104187,0,0.0681818202137947,0.1071428582072258,0.2802547812461853,0.3568926155567169,0.0,1.3
Marquez Valdes-Scantling,WR,KC,2023,19,POST,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,8.0,0,0.0,0.0,50.0,1.0,1.0,0.3078218102455139,0,0.1599999964237213,0.0588235296308994,0.1798561215400695,0.2141345739364624,0.0,1.8
Marquez Valdes-Scantling,WR,KC,2023,20,POST,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,62.0,0,0.0,0.0,68.0,9.0,2.0,3.1686339378356934,0,0.911764681339264,0.190476194024086,0.4250000119209289,0.583214282989502,0.0,8.2
Marquez Valdes-Scantling,WR,KC,2023,21,POST,BAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,38.0,0,0.0,0.0,37.0,1.0,1.0,3.209233522415161,0,1.0270270109176636,0.0555555559694767,0.1737089157104492,0.2049295753240585,0.0,5.8
Marquez Valdes-Scantling,WR,KC,2023,22,POST,SF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,5,20.0,1,0.0,0.0,82.0,-4.0,1.0,-1.501097559928894,0,0.2439024448394775,0.1190476194024086,0.3166023194789886,0.4001930356025696,0.0,11.0
Equanimeous St Brown,WR,CHI,2023,4,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,21.0,0,0.0,0.0,19.0,2.0,1.0,1.1225565671920776,0,1.105263113975525,0.03125,0.0785124003887176,0.1018336787819862,0.0,3.1
Equanimeous St Brown,WR,CHI,2023,5,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,-2.0,0.0,0.0,-0.4361152052879333,0,0.0,0.0399999991059303,-0.0078740157186985,0.0544881895184516,0.0,0.0
Equanimeous St Brown,WR,CHI,2023,10,REG,CAR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,4.0,0,0.0,0.0,4.0,0.0,0.0,-0.0539306104183197,0,1.0,0.03125,0.0183486230671405,0.0597190372645854,0.0,1.4
Equanimeous St Brown,WR,CHI,2023,11,REG,DET,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,19.0,0,0.0,0.0,18.0,1.0,1.0,1.0341893434524536,0,1.0555555820465088,0.0909090936183929,0.0737704932689666,0.1880029737949371,0.0,3.9
Equanimeous St Brown,WR,CHI,2023,18,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,18.0,0,0.0,0.0,14.0,4.0,1.0,1.3050228357315063,0,1.2857142686843872,0.0625,0.0985915511846542,0.162764087319374,0.0,2.8
Courtland Sutton,WR,DEN,2023,1,REG,LV,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,32.0,1,0.0,0.0,38.0,4.0,2.0,3.6139633655548096,0,0.8421052694320679,0.15625,0.2878787815570831,0.4358901381492615,0.0,13.2
Courtland Sutton,WR,DEN,2023,2,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,7,66.0,0,0.0,0.0,72.0,13.0,3.0,-0.4556955993175506,0,0.9166666865348816,0.2592592537403106,0.2535211145877838,0.5663536787033081,0.0,11.6
Courtland Sutton,WR,DEN,2023,3,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,11,91.0,1,2.0,2.0,110.0,34.0,4.0,-8.558670043945312,0,0.8272727131843567,0.3055555522441864,0.2798982262611389,0.6542620658874512,0.0,19.1
Courtland Sutton,WR,DEN,2023,4,REG,CHI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,5,27.0,1,0.0,0.0,44.0,3.0,1.0,1.68694806098938,0,0.6136363744735718,0.1923076957464218,0.2666666805744171,0.4751282036304474,0.0,11.7
Courtland Sutton,WR,DEN,2023,5,REG,NYJ,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,13.0,0,0.0,0.0,40.0,0.0,1.0,-1.340363383293152,0,0.324999988079071,0.1111111119389534,0.3030303120613098,0.3787878751754761,0.0,2.3
Courtland Sutton,WR,DEN,2023,6,REG,KC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,46.0,1,0.0,0.0,50.0,3.0,2.0,3.743541717529297,0,0.9200000166893004,0.2727272808551788,0.4273504316806793,0.7082362174987793,0.0,14.6
Courtland Sutton,WR,DEN,2023,7,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,6,76.0,1,0.0,0.0,66.0,10.0,4.0,8.200932502746582,0,1.1515151262283323,0.25,0.4285714328289032,0.675000011920929,0.0,19.6
Courtland Sutton,WR,DEN,2023,8,REG,KC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,3,29.0,1,0.0,0.0,33.0,0.0,2.0,3.995452642440796,0,0.8787878751754761,0.1666666716337204,0.2682926952838897,0.4378048777580261,0.0,10.9
Courtland Sutton,WR,DEN,2023,10,REG,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,11,53.0,1,1.0,1.0,68.0,16.0,4.0,-1.476872801780701,0,0.779411792755127,0.3793103396892547,0.6800000071525574,1.0449655055999756,0.0,17.3
Courtland Sutton,WR,DEN,2023,11,REG,MIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,66.0,1,0.0,0.0,73.0,2.0,3.0,5.766088008880615,0,0.9041095972061156,0.15625,0.3596059083938598,0.4860991239547729,0.0,16.6
Courtland Sutton,WR,DEN,2023,12,REG,CLE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,6,61.0,0,0.0,0.0,83.0,15.0,2.0,3.51821517944336,0,0.7349397540092468,0.2857142984867096,0.7094017267227173,0.925152599811554,0.0,9.1
Courtland Sutton,WR,DEN,2023,13,REG,HOU,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,7,77.0,1,0.0,0.0,216.0,7.0,2.0,0.2024406343698501,0,0.3564814925193786,0.2916666567325592,0.6878980994224548,0.919028639793396,0.0,15.7
Courtland Sutton,WR,DEN,2023,14,REG,LAC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,62.0,1,0.0,0.0,39.0,22.0,2.0,2.713756799697876,0,1.5897436141967771,0.1333333402872085,0.2468354403972625,0.372784823179245,0.0,15.2
Courtland Sutton,WR,DEN,2023,15,REG,DET,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,71.0,0,0.0,0.0,54.0,26.0,4.0,5.834769248962402,0,1.314814805984497,0.1875,0.2327586263418197,0.4441810250282287,0.0,12.1
Courtland Sutton,WR,DEN,2023,16,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,35.0,0.0,0.0,-1.803717374801636,0,0.0,0.0285714287310838,0.1296296268701553,0.1335978806018829,0.0,0.0
Courtland Sutton,WR,DEN,2023,18,REG,LV,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,4,2.0,0,0.0,0.0,39.0,1.0,1.0,-2.6462013721466064,0,0.0512820519506931,0.125,0.1358885020017624,0.2826219499111175,0.0,1.2
Dallas Goedert,TE,PHI,2023,1,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,15.0,0.0,0.0,-0.868076503276825,0,0.0,0.0333333350718021,0.0515463910996913,0.0860824733972549,0.0,0.0
Dallas Goedert,TE,PHI,2023,2,REG,MIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,7,22.0,0,0.0,0.0,35.0,8.0,0.0,-2.305492639541626,0,0.6285714507102966,0.3181818127632141,0.1690821200609207,0.5956302285194397,0.0,8.2
Dallas Goedert,TE,PHI,2023,3,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,7,41.0,0,0.0,0.0,28.0,17.0,2.0,1.7725540399551392,0,1.4642857313156128,0.2000000029802322,0.0903225839138031,0.3632258176803589,0.0,9.1
Dallas Goedert,TE,PHI,2023,4,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,4,25.0,0,0.0,0.0,41.0,3.0,2.0,1.4522604942321775,0,0.6097561120986938,0.1176470592617988,0.1126373633742332,0.2553167343139648,0.0,4.5
Dallas Goedert,TE,PHI,2023,5,REG,LA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8,9,117.0,1,0.0,0.0,64.0,56.0,5.0,10.083667755126951,0,1.828125,0.2647058963775635,0.2424242496490478,0.5667557716369629,0.0,25.7
Dallas Goedert,TE,PHI,2023,6,REG,NYJ,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,8,42.0,0,0.0,0.0,16.0,35.0,5.0,-6.70299243927002,0,2.625,0.1860465109348297,0.0449438206851482,0.3105304539203644,0.0,9.2
Dallas Goedert,TE,PHI,2023,7,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,5,77.0,1,0.0,0.0,22.0,55.0,4.0,8.068989753723145,0,3.5,0.1666666716337204,0.1000000014901161,0.3199999928474426,0.0,18.7
Dallas Goedert,TE,PHI,2023,8,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,7,36.0,0,0.0,0.0,25.0,23.0,3.0,-0.2629211843013763,0,1.440000057220459,0.2000000029802322,0.0925925895571708,0.364814817905426,0.0,7.6
Dallas Goedert,TE,PHI,2023,9,REG,DAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,4,50.0,0,0.0,0.0,29.0,25.0,2.0,5.390023231506348,0,1.7241379022598269,0.190476194024086,0.1526315808296203,0.3925563991069793,0.0,8.0
Dallas Goedert,TE,PHI,2023,14,REG,DAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,4,30.0,0,0.0,0.0,7.0,23.0,2.0,1.634551763534546,0,4.285714149475098,0.1428571492433548,0.0238907858729362,0.2310092598199844,0.0,7.0
Dallas Goedert,TE,PHI,2023,15,REG,SEA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,-0.4595581293106079,0,4,9,30.0,0,0.0,0.0,43.0,14.0,1.0,-0.7700409293174744,0,0.6976743936538696,0.3000000119209289,0.1457627117633819,0.5520339012145996,0.0,7.1
Dallas Goedert,TE,PHI,2023,16,REG,NYG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,9,71.0,0,0.0,0.0,44.0,36.0,4.0,-3.0102689266204834,0,1.6136363744735718,0.25,0.2233502566814422,0.5313451886177063,0.0,14.1
Dallas Goedert,TE,PHI,2023,17,REG,ARI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,47.0,1,0.0,0.0,44.0,24.0,3.0,5.501426696777344,0,1.0681818723678589,0.260869562625885,0.1955555528402328,0.5281932353973389,0.0,15.7
Dallas Goedert,TE,PHI,2023,18,REG,NYG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,3,4.0,0,0.0,0.0,32.0,0.0,0.0,-3.8355536460876474,0,0.125,0.0909090936183929,0.0972644388675689,0.2044487446546554,0.0,1.4
Dallas Goedert,TE,PHI,2023,19,POST,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,6,21.0,1,0.0,0.0,37.0,7.0,1.0,-1.6885710954666138,0,0.5675675868988037,0.1875,0.1456692963838577,0.3832184970378876,0.0,12.1
Jordan Akins,TE,CLE,2023,1,REG,CIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,12.0,0,0.0,0.0,1.0,11.0,1.0,1.718381643295288,0,12.0,0.0344827584922313,0.0030395137146115,0.0538517981767654,0.0,2.2
Jordan Akins,TE,CLE,2023,2,REG,PIT,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2.0,0,0.0,0.0,0.0,2.0,0.0,-0.2819020450115204,0,0.0,0.025000000372529,0.0,0.0375000014901161,0.0,1.2
Jordan Akins,TE,CLE,2023,4,REG,BAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,2,6.0,0,0.0,0.0,-1.0,5.0,0.0,-0.7616446614265442,0,0.0,0.0588235296308994,-0.0033333334140479,0.0859019607305526,0.0,1.6
