Rank,Name,Team,Position,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGamePPR,FantasyPointsPPR
317,Cairo Santos,CHI,K,11,DET,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Lucas Havrisik,LAR,K,11,SEA,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Dustin Hopkins,CLE,K,2,PIT,1.6,1.7,100,0,2.2,2.2,7.4,7.38
317,Chris Boswell,PIT,K,3,LV,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Blake Grupe,NO,K,16,LAR,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Brandon McManus,JAX,K,16,TB,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Chase McLaughlin,TB,K,13,CAR,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Brandon McManus,JAX,K,17,CAR,1.6,1.9,100,0,2.2,2.2,7.4,7.38
317,Wil Lutz,DEN,K,17,LAC,1.6,1.8,100,0,2.2,2.2,7.4,7.38
317,Cameron Dicker,LAC,K,15,LV,1.6,1.8,100,0,2.2,2.2,7.4,7.38
329,Riley Patterson,DET,K,7,BAL,1.5,1.7,100,0,2.5,2.5,7.4,7.36
329,Greg Joseph,MIN,K,5,KC,1.5,1.7,100,0,2.5,2.5,7.4,7.36
331,Wil Lutz,DEN,K,12,CLE,1.7,1.9,100,0,1.8,1.8,7.3,7.32
331,Nick Folk,TEN,K,11,JAX,1.7,1.8,100,0,1.8,1.8,7.3,7.32
331,Greg Zuerlein,NYJ,K,8,NYG,1.7,1.9,100,0,1.8,1.8,7.3,7.32
331,Dustin Hopkins,CLE,K,8,SEA,1.7,1.8,100,0,1.8,1.8,7.3,7.32
331,Dustin Hopkins,CLE,K,14,JAX,1.7,1.9,100,0,1.8,1.8,7.3,7.32
331,Chris Boswell,PIT,K,15,IND,1.7,2,100,0,1.8,1.8,7.3,7.32
337,Matt Gay,IND,K,1,JAX,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Anders Carlson,GB,K,9,LAR,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Chase McLaughlin,TB,K,12,IND,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Greg Joseph,MIN,K,2,PHI,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Matt Gay,IND,K,2,HOU,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Dustin Hopkins,CLE,K,3,TEN,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Cairo Santos,CHI,K,8,LAC,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Nick Folk,TEN,K,16,SEA,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Daniel Carlson,LV,K,7,CHI,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Chase McLaughlin,TB,K,7,ATL,1.6,1.9,100,0,2.1,2.1,7.3,7.28
337,Wil Lutz,DEN,K,7,GB,1.6,1.9,100,0,2.1,2.1,7.3,7.28
337,Greg Zuerlein,NYJ,K,5,DEN,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Cairo Santos,CHI,K,6,MIN,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Blake Grupe,NO,K,13,DET,1.6,1.9,100,0,2.1,2.1,7.3,7.28
337,Daniel Carlson,LV,K,18,DEN,1.6,1.9,100,0,2.1,2.1,7.3,7.28
337,Blake Grupe,NO,K,17,TB,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Evan McPherson,CIN,K,17,KC,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Chase McLaughlin,TB,K,14,ATL,1.6,1.7,100,0,2.1,2.1,7.3,7.28
337,Cairo Santos,CHI,K,14,DET,1.6,1.8,100,0,2.1,2.1,7.3,7.28
337,Younghoe Koo,ATL,K,15,CAR,1.6,1.8,100,0,2.1,2.1,7.3,7.28
357,Cairo Santos,CHI,K,4,DEN,1.5,1.6,100,0,2.4,2.4,7.3,7.26
357,Brandon Aubrey,DAL,K,2,NYJ,1.5,1.8,100,0,2.4,2.4,7.3,7.26
357,Greg Joseph,MIN,K,16,DET,1.5,1.9,100,0,2.4,2.4,7.3,7.26
357,Cairo Santos,CHI,K,10,CAR,1.5,1.8,100,0,2.4,2.4,7.3,7.26
357,Joey Slye,WAS,K,5,CHI,1.5,1.8,100,0,2.4,2.4,7.3,7.26
362,Eddy Piñeiro,CAR,K,11,DAL,1.8,2,100,0,1.4,1.4,7.2,7.24
362,Tyler Bass,BUF,K,14,KC,1.4,1.6,50,0,2.7,2.7,7.2,7.24
364,Chris Boswell,PIT,K,11,CLE,1.7,1.9,100,0,1.7,1.7,7.2,7.22
364,Younghoe Koo,ATL,K,7,TB,1.7,1.8,100,0,1.7,1.7,7.2,7.22
364,Randy Bullock,NYG,K,15,NO,1.7,2.1,100,0,1.7,1.7,7.2,7.22
367,Chris Boswell,PIT,K,1,SF,1.6,1.8,100,0,2,2,7.2,7.18
367,Daniel Carlson,LV,K,9,NYG,1.6,1.9,100,0,2,2,7.2,7.18
367,Ka'imi Fairbairn,HOU,K,4,PIT,1.6,1.9,100,0,2,2,7.2,7.18
367,Chris Boswell,PIT,K,16,CIN,1.6,1.8,100,0,2,2,7.2,7.18
367,Ka'imi Fairbairn,HOU,K,16,CLE,1.6,1.8,100,0,2,2,7.2,7.18
367,Brandon McManus,JAX,K,5,BUF,1.6,1.8,100,0,2,2,7.2,7.18
367,Blake Grupe,NO,K,5,NE,1.6,1.9,100,0,2,2,7.2,7.18
367,Joey Slye,WAS,K,6,ATL,1.6,1.7,100,0,2,2,7.2,7.18
367,Matt Gay,IND,K,6,JAX,1.6,1.8,100,0,2,2,7.2,7.18
367,Justin Tucker,BAL,K,18,PIT,1.6,1.8,100,0,2,2,7.2,7.18
367,Daniel Carlson,LV,K,17,IND,1.6,1.8,100,0,2,2,7.2,7.18
367,Chris Boswell,PIT,K,17,SEA,1.6,1.8,100,0,2,2,7.2,7.18
367,Cameron Dicker,LAC,K,17,DEN,1.6,1.7,100,0,2,2,7.2,7.18
367,Ka'imi Fairbairn,HOU,K,15,TEN,1.6,1.8,100,0,2,2,7.2,7.18
367,Joey Slye,WAS,K,15,LAR,1.6,1.9,100,0,2,2,7.2,7.18
382,Anders Carlson,GB,K,11,LAC,1.5,1.8,100,0,2.3,2.3,7.2,7.16
382,Greg Joseph,MIN,K,8,GB,1.5,1.7,100,0,2.3,2.3,7.2,7.16
382,Anders Carlson,GB,K,16,CAR,1.5,1.8,100,0,2.3,2.3,7.2,7.16
382,Anders Carlson,GB,K,7,DEN,1.5,1.7,100,0,2.3,2.3,7.2,7.16
382,Anders Carlson,GB,K,5,LV,1.5,1.6,100,0,2.3,2.3,7.2,7.16
382,Greg Joseph,MIN,K,18,DET,1.5,1.8,100,0,2.3,2.3,7.2,7.16
382,Anders Carlson,GB,K,14,NYG,1.5,1.8,100,0,2.3,2.3,7.2,7.16
389,Greg Zuerlein,NYJ,K,13,ATL,1.7,1.8,100,0,1.6,1.6,7.1,7.12
390,Evan McPherson,CIN,K,12,PIT,1.6,1.8,100,0,1.9,1.9,7.1,7.08
390,Eddy Piñeiro,CAR,K,8,HOU,1.6,1.7,100,0,1.9,1.9,7.1,7.08
390,Eddy Piñeiro,CAR,K,10,CHI,1.6,1.8,100,0,1.9,1.9,7.1,7.08
390,Chad Ryland,NE,K,10,IND,1.6,1.9,100,0,1.9,1.9,7.1,7.08
390,Daniel Carlson,LV,K,10,NYJ,1.6,1.9,100,0,1.9,1.9,7.1,7.08
390,Cairo Santos,CHI,K,7,LV,1.6,1.7,100,0,1.9,1.9,7.1,7.08
390,Graham Gano,NYG,K,5,MIA,1.6,1.7,100,0,1.9,1.9,7.1,7.08
390,Chris Boswell,PIT,K,18,BAL,1.6,1.8,100,0,1.9,1.9,7.1,7.08
390,Mason Crosby,NYG,K,18,PHI,1.6,1.7,100,0,1.9,1.9,7.1,7.08
399,Lucas Havrisik,LAR,K,12,ARI,1.5,1.7,100,0,2.2,2.2,7.1,7.06
399,Greg Joseph,MIN,K,11,DEN,1.5,1.7,100,0,2.2,2.2,7.1,7.06
401,Greg Zuerlein,NYJ,K,12,MIA,1.7,1.9,100,0,1.5,1.5,7,7.02
401,Greg Zuerlein,NYJ,K,11,BUF,1.7,1.9,100,0,1.5,1.5,7,7.02
403,Jason Myers,SEA,K,12,SF,1.6,1.8,100,0,1.8,1.8,7,6.98
403,Eddy Piñeiro,CAR,K,12,TEN,1.6,1.8,100,0,1.8,1.8,7,6.98
403,Brett Maher,LAR,K,2,SF,1.6,1.8,100,0,1.8,1.8,7,6.98
403,Graham Gano,NYG,K,3,SF,1.6,1.7,100,0,1.8,1.8,7,6.98
403,Matt Gay,IND,K,3,BAL,1.6,1.7,100,0,1.8,1.8,7,6.98
403,Matt Prater,ARI,K,16,CHI,1.6,1.7,100,0,1.8,1.8,7,6.98
403,Eddy Piñeiro,CAR,K,6,MIA,1.6,1.7,100,0,1.8,1.8,7,6.98
403,Jason Myers,SEA,K,13,DAL,1.6,1.8,100,0,1.8,1.8,7,6.98
403,Wil Lutz,DEN,K,18,LV,1.6,1.8,100,0,1.8,1.8,7,6.98
403,Brandon McManus,JAX,K,15,BAL,1.6,1.8,100,0,1.8,1.8,7,6.98
413,Joey Slye,WAS,K,1,ARI,1.5,1.6,100,0,2.1,2.1,7,6.96
413,Greg Zuerlein,NYJ,K,1,BUF,1.5,1.7,100,0,2.1,2.1,7,6.96
413,Cairo Santos,CHI,K,2,TB,1.5,1.6,100,0,2.1,2.1,7,6.96
413,Chase McLaughlin,TB,K,3,PHI,1.5,1.7,100,0,2.1,2.1,7,6.96
413,Anders Carlson,GB,K,10,PIT,1.5,1.7,100,0,2.1,2.1,7,6.96
413,Matt Ammendola,HOU,K,10,CIN,1.5,1.7,100,0,2.1,2.1,7,6.96
413,Greg Joseph,MIN,K,7,SF,1.5,1.7,100,0,2.1,2.1,7,6.96
413,Cairo Santos,CHI,K,5,WAS,1.5,1.6,100,0,2.1,2.1,7,6.96
413,Lucas Havrisik,LAR,K,13,CLE,1.5,1.8,100,0,2.1,2.1,7,6.96
413,Chase McLaughlin,TB,K,15,GB,1.5,1.7,100,0,2.1,2.1,7,6.96
423,Greg Zuerlein,NYJ,K,18,NE,1.7,1.9,100,0,1.4,1.4,6.9,6.92
424,Eddy Piñeiro,CAR,K,16,GB,1.6,1.8,100,0,1.7,1.7,6.9,6.88
424,Graham Gano,NYG,K,7,WAS,1.6,1.8,100,0,1.7,1.7,6.9,6.88
424,Chris Boswell,PIT,K,5,BAL,1.6,1.8,100,0,1.7,1.7,6.9,6.88
424,Eddy Piñeiro,CAR,K,13,TB,1.6,1.7,100,0,1.7,1.7,6.9,6.88
424,Matt Prater,ARI,K,13,PIT,1.6,1.8,100,0,1.7,1.7,6.9,6.88
424,Eddy Piñeiro,CAR,K,17,JAX,1.6,1.7,100,0,1.7,1.7,6.9,6.88
424,Eddy Piñeiro,CAR,K,14,NO,1.6,1.7,100,0,1.7,1.7,6.9,6.88
424,Cairo Santos,CHI,K,15,CLE,1.6,1.9,100,0,1.7,1.7,6.9,6.88
424,Matt Prater,ARI,K,15,SF,1.6,1.7,100,0,1.7,1.7,6.9,6.88
433,Eddy Piñeiro,CAR,K,1,ATL,1.5,1.6,100,0,2,2,6.9,6.86
433,Nick Folk,TEN,K,1,NO,1.5,1.6,100,0,2,2,6.9,6.86
433,Jason Myers,SEA,K,9,BAL,1.5,1.8,100,0,2,2,6.9,6.86
433,Chase McLaughlin,TB,K,9,HOU,1.5,1.8,100,0,2,2,6.9,6.86
433,Randy Bullock,NYG,K,9,LV,1.5,1.7,100,0,2,2,6.9,6.86
433,Nick Folk,TEN,K,4,CIN,1.5,1.7,100,0,2,2,6.9,6.86
433,Dustin Hopkins,CLE,K,4,BAL,1.5,1.6,100,0,2,2,6.9,6.86
433,Matt Prater,ARI,K,2,NYG,1.5,1.7,100,0,2,2,6.9,6.86
433,Chris Boswell,PIT,K,2,CLE,1.5,1.7,100,0,2,2,6.9,6.86
433,Eddy Piñeiro,CAR,K,3,SEA,1.5,1.6,100,0,2,2,6.9,6.86
433,Wil Lutz,DEN,K,3,MIA,1.5,1.7,100,0,2,2,6.9,6.86
433,Brett Maher,LAR,K,3,CIN,1.5,1.7,100,0,2,2,6.9,6.86
433,Greg Joseph,MIN,K,10,NO,1.5,1.8,100,0,2,2,6.9,6.86
433,Joey Slye,WAS,K,10,SEA,1.5,1.7,100,0,2,2,6.9,6.86
433,Chad Ryland,NE,K,5,NO,1.5,1.8,100,0,2,2,6.9,6.86
433,Chase McLaughlin,TB,K,6,DET,1.5,1.7,100,0,2,2,6.9,6.86
433,Joey Slye,WAS,K,13,MIA,1.5,1.7,100,0,2,2,6.9,6.86
433,Brett Maher,LAR,K,18,SF,1.5,1.8,100,0,2,2,6.9,6.86
433,Matt Prater,ARI,K,17,PHI,1.5,1.7,100,0,2,2,6.9,6.86
452,Jake Moody,SF,K,1,PIT,1.4,1.5,50,0,2.3,2.3,6.8,6.84
453,Daniel Carlson,LV,K,12,KC,1.6,1.9,100,0,1.6,1.6,6.8,6.78
453,Matt Prater,ARI,K,8,BAL,1.6,2,100,0,1.6,1.6,6.8,6.78
455,Eddy Piñeiro,CAR,K,2,NO,1.5,1.7,100,0,1.9,1.9,6.8,6.76
455,Cameron Dicker,LAC,K,16,BUF,1.5,1.6,100,0,1.9,1.9,6.8,6.76
455,Joey Slye,WAS,K,7,NYG,1.5,1.8,100,0,1.9,1.9,6.8,6.76
455,Chad Ryland,NE,K,6,LV,1.5,1.7,100,0,1.9,1.9,6.8,6.76
455,Riley Patterson,CLE,K,18,CIN,1.5,1.6,100,0,1.9,1.9,6.8,6.76
460,Blake Grupe,NO,K,4,TB,1.4,1.7,50,0,2.2,2.2,6.7,6.74
460,Blake Grupe,NO,K,2,CAR,1.4,1.6,50,0,2.2,2.2,6.7,6.74
460,Nick Folk,TEN,K,2,LAC,1.4,1.6,50,0,2.2,2.2,6.7,6.74
460,Anders Carlson,GB,K,8,MIN,1.4,1.6,50,0,2.2,2.2,6.7,6.74
460,Greg Joseph,MIN,K,15,CIN,1.4,1.9,50,0,2.2,2.2,6.7,6.74
465,Brandon Aubrey,DAL,K,1,NYG,1.3,1.6,50,0,2.5,2.5,6.7,6.72
465,Anders Carlson,GB,K,4,DET,1.3,1.5,50,0,2.5,2.5,6.7,6.72
467,Greg Zuerlein,NYJ,K,14,HOU,1.6,1.7,100,0,1.5,1.5,6.7,6.68
468,Joey Slye,WAS,K,9,NE,1.5,1.8,100,0,1.8,1.8,6.7,6.66
468,Joey Slye,WAS,K,12,DAL,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Chad Ryland,NE,K,12,NYG,1.5,1.8,100,0,1.8,1.8,6.7,6.66
468,Chase McLaughlin,TB,K,8,BUF,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Matt Prater,ARI,K,7,SEA,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Eddy Piñeiro,CAR,K,5,DET,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Greg Zuerlein,NYJ,K,6,PHI,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Brandon McManus,JAX,K,14,CLE,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Jason Myers,SEA,K,14,SF,1.5,1.7,100,0,1.8,1.8,6.7,6.66
468,Randy Bullock,NYG,K,14,GB,1.5,1.6,100,0,1.8,1.8,6.7,6.66
478,Greg Joseph,MIN,K,9,ATL,1.4,1.7,50,0,2.1,2.1,6.6,6.64
478,Anders Carlson,GB,K,12,DET,1.4,1.8,50,0,2.1,2.1,6.6,6.64
478,Anders Carlson,GB,K,2,ATL,1.4,1.6,50,0,2.1,2.1,6.6,6.64
478,Wil Lutz,DEN,K,10,BUF,1.4,1.7,50,0,2.1,2.1,6.6,6.64
482,Greg Zuerlein,NYJ,K,17,CLE,1.6,1.7,100,0,1.4,1.4,6.6,6.58
482,Greg Zuerlein,NYJ,K,15,MIA,1.6,1.7,100,0,1.4,1.4,6.6,6.58
484,Cairo Santos,CHI,K,9,NO,1.5,1.7,100,0,1.7,1.7,6.6,6.56
484,Randy Bullock,NYG,K,12,NE,1.5,1.6,100,0,1.7,1.7,6.6,6.56
484,Daniel Carlson,LV,K,11,MIA,1.5,1.7,100,0,1.7,1.7,6.6,6.56
484,Chase McLaughlin,TB,K,11,SF,1.5,1.6,100,0,1.7,1.7,6.6,6.56
484,Chad Ryland,NE,K,4,DAL,1.5,1.6,100,0,1.7,1.7,6.6,6.56
484,Austin Seibert,NYJ,K,2,DAL,1.5,1.7,100,0,1.7,1.7,6.6,6.56
484,Daniel Carlson,LV,K,8,DET,1.5,1.9,100,0,1.7,1.7,6.6,6.56
484,Joey Slye,WAS,K,16,NYJ,1.5,1.7,100,0,1.7,1.7,6.6,6.56
484,Daniel Carlson,LV,K,16,KC,1.5,1.6,100,0,1.7,1.7,6.6,6.56
484,Mason Crosby,NYG,K,16,PHI,1.5,1.7,100,0,1.7,1.7,6.6,6.56
494,Brett Maher,LAR,K,1,SEA,1.4,1.5,50,0,2,2,6.5,6.54
494,Chase McLaughlin,TB,K,4,NO,1.4,1.6,50,0,2,2,6.5,6.54
494,Chad Ryland,NE,K,2,MIA,1.4,1.6,50,0,2,2,6.5,6.54
494,Blake Grupe,NO,K,3,GB,1.4,1.6,50,0,2,2,6.5,6.54
494,Wil Lutz,DEN,K,8,KC,1.4,1.8,50,0,2,2,6.5,6.54
494,Matt Ammendola,HOU,K,14,NYJ,1.4,1.7,50,0,2,2,6.5,6.54
500,Matt Prater,ARI,K,3,DAL,1.5,1.7,100,0,1.6,1.6,6.5,6.46
500,Graham Gano,NYG,K,8,NYJ,1.5,1.7,100,0,1.6,1.6,6.5,6.46
502,Lucas Havrisik,LAR,K,9,GB,1.4,1.6,50,0,1.9,1.9,6.4,6.44
502,Joey Slye,WAS,K,2,DEN,1.4,1.7,50,0,1.9,1.9,6.4,6.44
502,Lucas Havrisik,LAR,K,8,DAL,1.4,1.6,50,0,1.9,1.9,6.4,6.44
502,Wil Lutz,DEN,K,6,KC,1.4,1.6,50,0,1.9,1.9,6.4,6.44
502,Evan McPherson,CIN,K,13,JAX,1.4,1.6,50,0,1.9,1.9,6.4,6.44
502,Nick Folk,TEN,K,14,MIA,1.4,1.5,50,0,1.9,1.9,6.4,6.44
508,Graham Gano,NYG,K,6,BUF,1.5,1.5,100,0,1.5,1.5,6.4,6.36
509,Chad Ryland,NE,K,1,PHI,1.4,1.6,50,0,1.8,1.8,6.3,6.34
509,Ka'imi Fairbairn,HOU,K,3,JAX,1.4,1.6,50,0,1.8,1.8,6.3,6.34
509,Joey Slye,WAS,K,3,BUF,1.4,1.6,50,0,1.8,1.8,6.3,6.34
509,Joey Slye,WAS,K,8,PHI,1.4,1.7,50,0,1.8,1.8,6.3,6.34
509,Chad Ryland,NE,K,8,MIA,1.4,1.7,50,0,1.8,1.8,6.3,6.34
514,Anders Carlson,GB,K,3,NO,1.3,1.5,50,0,2.1,2.1,6.3,6.32
515,Eddy Piñeiro,CAR,K,15,ATL,1.5,1.7,100,0,1.4,1.4,6.3,6.26
516,Ka'imi Fairbairn,HOU,K,1,BAL,1.4,1.5,50,0,1.7,1.7,6.2,6.24
516,Mason Crosby,NYG,K,17,LAR,1.4,1.6,50,0,1.7,1.7,6.2,6.24
518,Anders Carlson,GB,K,1,CHI,1.3,1.5,50,0,2,2,6.2,6.22
519,Matt Prater,ARI,K,1,WAS,1.4,1.5,50,0,1.6,1.6,6.1,6.14
519,Matt Prater,ARI,K,4,SF,1.4,1.7,50,0,1.6,1.6,6.1,6.14
519,Chad Ryland,NE,K,7,BUF,1.4,1.6,50,0,1.6,1.6,6.1,6.14
519,Joey Slye,WAS,K,18,DAL,1.4,1.6,50,0,1.6,1.6,6.1,6.14
523,Cairo Santos,CHI,K,3,KC,1.3,1.4,100,0,1.9,1.9,6.1,6.12
523,Nick Folk,TEN,K,3,CLE,1.3,1.4,100,0,1.9,1.9,6.1,6.12
525,Blake Grupe,NO,K,1,TEN,1.2,1.3,100,0,2.2,2.2,6.1,6.08
526,Matt Prater,ARI,K,9,CLE,1.4,1.7,50,0,1.5,1.5,6,6.04
526,Dustin Hopkins,CLE,K,6,SF,1.4,1.5,50,0,1.5,1.5,6,6.04
526,Chad Ryland,NE,K,18,NYJ,1.4,1.7,50,0,1.5,1.5,6,6.04
529,Greg Zuerlein,NYJ,K,4,KC,1.3,1.4,100,0,1.8,1.8,6,6.02
529,Greg Zuerlein,NYJ,K,3,NE,1.3,1.5,50,0,1.8,1.8,6,6.02
529,Anders Carlson,GB,K,13,KC,1.3,1.5,50,0,1.8,1.8,6,6.02
529,Joey Slye,WAS,K,17,SF,1.3,1.6,50,0,1.8,1.8,6,6.02
533,Randy Bullock,NYG,K,11,WAS,1.4,1.5,50,0,1.4,1.4,5.9,5.94
534,Joey Slye,WAS,K,4,PHI,1.3,1.5,50,0,1.7,1.7,5.9,5.92
534,Chad Ryland,NE,K,3,NYJ,1.3,1.5,50,0,1.7,1.7,5.9,5.92
536,Chad Ryland,NE,K,16,DEN,1.3,1.5,50,0,1.6,1.6,5.8,5.82
537,Chad Ryland,NE,K,17,BUF,1.3,1.5,50,0,1.5,1.5,5.7,5.72
537,Chad Ryland,NE,K,14,PIT,1.3,1.6,50,0,1.5,1.5,5.7,5.72
537,Chad Ryland,NE,K,15,KC,1.3,1.6,50,0,1.5,1.5,5.7,5.72
540,Chad Ryland,NE,K,13,LAC,1.2,1.4,100,0,1.8,1.8,5.7,5.68
541,Randy Bullock,NYG,K,10,DAL,1.3,1.5,50,0,1.3,1.3,5.5,5.52
542,Matthew Wright,CAR,K,18,TB,1.1,1.3,100,0,1.4,1.4,5,4.96
543,Lucas Havrisik,LAR,K,14,BAL,1.1,1.2,100,0,1.3,1.3,4.9,4.86
544,Austin Seibert,NYJ,K,3,NE,0.6,0.6,100,0,0.6,0.6,2.5,2.54
545,Cade York,NYG,K,12,NE,0.3,0.4,0,0,0.5,0.5,1.5,1.46
546,Riley Patterson,DET,K,15,DEN,0,0,0,0,0,0,0.4,0.38
547,Graham Gano,NYG,K,9,LV,0,0,0,0,0,0,0.4,0.36
547,Matt Ammendola,HOU,K,12,JAX,0,0,0,0,0,0,0.4,0.36
549,Dustin Hopkins,CLE,K,18,CIN,0,0,0,0,0,0,0.3,0.34
549,Mason Crosby,LAR,K,14,BAL,0,0,0,0,0,0,0.3,0.34
551,Greg Zuerlein,NYJ,K,2,DAL,0,0,0,0,0,0,0.3,0.32
551,Cade York,NYG,K,16,PHI,0,0,0,0,0,0,0.3,0.32
551,Randy Bullock,NYG,K,16,PHI,0,0,0,0,0,0,0.3,0.32
554,Ka'imi Fairbairn,HOU,K,10,CIN,0,0,0,0,0,0,0.3,0.26
555,Cade York,TEN,K,1,NO,0,0,0,0,0.1,0.1,0.2,0.24
556,Cade York,NYG,K,11,WAS,0,0,0,0,0,0,0.2,0.22
557,Eddy Piñeiro,CAR,K,18,TB,0,0,0,0,0,0,0.2,0.16
558,Michael Badgley,DET,K,1,KC,0,0,0,0,0,0,0.1,0.08
558,Dustin Hopkins,CLE,K,17,NYJ,0,0,0,0,0,0,0.1,0.08
560,Lucas Havrisik,CLE,K,1,CIN,0,0,0,0,0,0,0,0
560,John Parker Romo,CHI,K,1,GB,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,9,PIT,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,9,LV,0,0,0,0,0,0,0,0
560,Ka'imi Fairbairn,HOU,K,12,JAX,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,12,NE,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,12,GB,0,0,0,0,0,0,0,0
560,Matthew Wright,ATL,K,12,NO,0,0,0,0,0,0,0,0
560,Ka'imi Fairbairn,HOU,K,11,ARI,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,11,WAS,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,11,CHI,0,0,0,0,0,0,0,0
560,Lucas Havrisik,CLE,K,4,BAL,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,4,CIN,0,0,0,0,0,0,0,0
560,John Parker Romo,CHI,K,4,DEN,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,4,GB,0,0,0,0,0,0,0,0
560,John Parker Romo,CHI,K,2,TB,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,2,LAC,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,2,SEA,0,0,0,0,0,0,0,0
560,Lucas Havrisik,CLE,K,2,PIT,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,3,CLE,0,0,0,0,0,0,0,0
560,Lucas Havrisik,CLE,K,3,TEN,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,3,ATL,0,0,0,0,0,0,0,0
560,John Parker Romo,CHI,K,3,KC,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,8,ATL,0,0,0,0,0,0,0,0
560,James McCourt,LV,K,8,DET,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,8,LV,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,16,PHI,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,10,DAL,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,10,LAC,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,10,DAL,0,0,0,0,0,0,0,0
560,Lucas Havrisik,CLE,K,7,IND,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,7,BAL,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,5,CAR,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,5,IND,0,0,0,0,0,0,0,0
560,John Parker Romo,CHI,K,5,WAS,0,0,0,0,0,0,0,0
560,Cade York,TEN,K,6,BAL,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,6,TB,0,0,0,0,0,0,0,0
560,Lucas Havrisik,CLE,K,6,SF,0,0,0,0,0,0,0,0
560,Ka'imi Fairbairn,HOU,K,13,DEN,0,0,0,0,0,0,0,0
560,Austin Seibert,NO,K,13,DET,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,13,NO,0,0,0,0,0,0,0,0
560,Matthew Wright,NE,K,13,LAC,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,18,PHI,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,18,PHI,0,0,0,0,0,0,0,0
560,Austin Seibert,NYJ,K,18,NE,0,0,0,0,0,0,0,0
560,Randy Bullock,NYG,K,18,PHI,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,17,LAR,0,0,0,0,0,0,0,0
560,Randy Bullock,NYG,K,17,LAR,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,17,LAR,0,0,0,0,0,0,0,0
560,Austin Seibert,NYJ,K,17,CLE,0,0,0,0,0,0,0,0
560,Ka'imi Fairbairn,HOU,K,14,NYJ,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,14,GB,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,14,GB,0,0,0,0,0,0,0,0
560,Michael Badgley,DET,K,14,CHI,0,0,0,0,0,0,0,0
560,Matthew Wright,NE,K,14,PIT,0,0,0,0,0,0,0,0
560,Graham Gano,NYG,K,15,NO,0,0,0,0,0,0,0,0
560,Cade York,NYG,K,15,NO,0,0,0,0,0,0,0,0
