Rank,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingYards,PassingTouchdowns,PassingInterceptions,RushingAttempts,RushingYards,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPointsPerGamePPR,FantasyPointsPPR
1429,Josh Downs,IND,WR,13,TEN,0,0,0,0,0,0.2,0.8,0,6.5,4.6,54.9,0.3,12,11.97
1429,Michael Thomas,NO,WR,4,TB,0,0,0,0,0,0.02,0.1,0,7,5,53.6,0.3,12,11.97
1434,Tyler Boyd,CIN,WR,11,BAL,0,0,0,0,0,0.1,0.2,0,6.7,4.8,53.4,0.3,12,11.96
1435,David Montgomery,DET,RB,16,MIN,0,0,0,0,0,13.6,60.6,0.6,1.7,1.4,10.9,0,12,11.95
1436,Will Levis,TEN,QB,14,MIA,18,30.7,211.3,1,0.8,2.5,8.9,0.1,0,0,0,0,11.9,11.94
1436,Javonte Williams,DEN,RB,2,WAS,0,0,0,0,0,13.3,57.1,0.3,3.6,2.6,14.3,0.1,11.9,11.94
1436,Gabe Davis,BUF,WR,6,NYG,0,0,0,0,0,0.1,0.4,0,5.3,3.5,54,0.5,11.9,11.94
1436,Jake Ferguson,DAL,TE,17,DET,0,0,0,0,0,0,0,0,5.7,4.7,48.4,0.4,11.9,11.94
1436,Trey McBride,ARI,TE,12,LAR,0,0,0,0,0,0,0,0,6.8,4.8,53.4,0.3,11.9,11.94
1441,James Cook,BUF,RB,6,NYG,0,0,0,0,0,12,59.7,0.3,3,2.3,14.6,0.1,11.9,11.93
1441,Tee Higgins,CIN,WR,8,SF,0,0,0,0,0,0.02,0.1,0,6.8,4.4,57.2,0.3,11.9,11.93
1441,Trey McBride,ARI,TE,13,PIT,0,0,0,0,0,0,0,0,6.7,4.8,53.3,0.3,11.9,11.93
1444,Amari Cooper,CLE,WR,11,PIT,0,0,0,0,0,0,0,0,5.9,4.1,60.2,0.3,11.9,11.92
1444,Amari Cooper,CLE,WR,8,SEA,0,0,0,0,0,0,0,0,6.6,4.2,59.2,0.3,11.9,11.92
1444,Amari Cooper,CLE,WR,12,DEN,0,0,0,0,0,0,0,0,6.2,4.3,58.2,0.3,11.9,11.92
1447,Tyson Bagent,CHI,QB,8,LAC,17.6,29.1,196.4,1.1,0.9,2.8,12.5,0.1,0,0,0,0,11.9,11.91
1447,Devin Singletary,HOU,RB,13,DEN,0,0,0,0,0,12.8,58.9,0.4,2.8,2,12.2,0.1,11.9,11.91
1447,Drake London,ATL,WR,3,DET,0,0,0,0,0,0.1,0.2,0,6.9,4.6,56.9,0.3,11.9,11.91
1447,Michael Pittman Jr.,IND,WR,1,JAX,0,0,0,0,0,0.2,1.1,0,6.6,4.7,53,0.3,11.9,11.91
1451,Zach Wilson,NYJ,QB,10,LV,19,32.6,199.5,1,0.9,3.2,15.2,0.1,0,0,0,0,11.9,11.9
1451,AJ Dillon,GB,RB,13,KC,0,0,0,0,0,14.4,58.5,0.4,2.8,2,12.5,0.1,11.9,11.9
1451,Jerome Ford,CLE,RB,7,IND,0,0,0,0,0,13.7,55.9,0.4,3,2.2,13.1,0.1,11.9,11.9
1451,Jerome Ford,CLE,RB,15,CHI,0,0,0,0,0,13.1,53.8,0.3,2.9,2.5,18.2,0.1,11.9,11.9
1455,Easton Stick,LAC,QB,15,LV,19.8,32.9,209.7,0.9,0.9,3.4,15,0.1,0,0,0,0,11.9,11.89
1455,Jahmyr Gibbs,DET,RB,4,GB,0,0,0,0,0,10.3,39.4,0.3,4.5,3.2,19.5,0.2,11.9,11.89
1455,DeAndre Hopkins,TEN,WR,3,CLE,0,0,0,0,0,0,0,0,7,4.7,55.9,0.3,11.9,11.89
1458,Rhamondre Stevenson,NE,RB,7,BUF,0,0,0,0,0,12.6,52.9,0.3,3.5,2.7,14.9,0.1,11.9,11.88
1458,Jakobi Meyers,LV,WR,4,LAC,0,0,0,0,0,0.1,0.3,0,6.1,4.6,56.5,0.3,11.9,11.88
1460,Desmond Ridder,ATL,QB,15,CAR,17.1,28.5,176.6,0.9,0.7,4.5,18.1,0.2,0,0,0,0,11.9,11.87
1460,Terry McLaurin,WAS,WR,16,NYJ,0,0,0,0,0,0.1,0.6,0,7.6,4.3,57.1,0.3,11.9,11.87
1460,Drake London,ATL,WR,8,TEN,0,0,0,0,0,0.02,0.1,0,6.6,4.4,56.6,0.3,11.9,11.87
1460,Diontae Johnson,PIT,WR,13,ARI,0,0,0,0,0,0.3,1.3,0,6.5,4.5,54.4,0.3,11.9,11.87
1460,Sam LaPorta,DET,TE,12,GB,0,0,0,0,0,0,0,0,6.5,4.8,46.7,0.4,11.9,11.87
1460,Michael Thomas,NO,WR,7,JAX,0,0,0,0,0,0,0,0,6.4,4.8,52.7,0.3,11.9,11.87
1466,Ryan Tannehill,TEN,QB,18,JAX,17.4,27.5,202,1,0.8,2.2,9.8,0.1,0,0,0,0,11.9,11.86
1466,Rachaad White,TB,RB,8,BUF,0,0,0,0,0,13.5,50.2,0.3,4,3,16.4,0.1,11.9,11.86
1466,Jerry Jeudy,DEN,WR,2,WAS,0,0,0,0,0,0.2,1.2,0,6.1,4,55.4,0.4,11.9,11.86
1466,Tyler Lockett,SEA,WR,17,PIT,0,0,0,0,0,0.05,0.2,0,6.7,4.7,53.4,0.3,11.9,11.86
1470,Josh Downs,IND,WR,9,CAR,0,0,0,0,0,0.2,0.8,0,6.4,4.4,55.7,0.3,11.8,11.85
1471,Jaylen Warren,PIT,RB,12,CIN,0,0,0,0,0,10,50.7,0.3,3.8,2.7,18.7,0.1,11.8,11.84
1471,Jerry Jeudy,DEN,WR,6,KC,0,0,0,0,0,0.1,0.6,0,6.2,4.3,56.8,0.3,11.8,11.84
1471,Adam Thielen,CAR,WR,18,TB,0,0,0,0,0,0,0,0,7.1,4.8,52.4,0.3,11.8,11.84
1474,Trevor Siemian,NYJ,QB,16,WAS,18.8,31.9,202.1,1.1,0.9,1.8,7.5,0.1,0,0,0,0,11.8,11.83
1475,Ryan Tannehill,TEN,QB,16,SEA,17.4,28.4,204,1,0.8,2.1,8.6,0.1,0,0,0,0,11.8,11.82
1475,Evan Engram,JAX,TE,17,CAR,0,0,0,0,0,0.1,0.7,0,6.5,5.1,48.5,0.3,11.8,11.82
1477,Michael Thomas,NO,WR,9,CHI,0,0,0,0,0,0,0,0,6.5,4.7,53.1,0.3,11.8,11.81
1478,Dorian Thompson-Robinson,CLE,QB,11,PIT,16,28.4,180.6,0.9,1.1,6.2,27.7,0.2,0,0,0,0,11.8,11.79
1478,Brian Hoyer,LV,QB,7,CHI,18.6,30.9,214.2,1.1,1,1.9,4.2,0.1,0,0,0,0,11.8,11.79
1478,Evan Engram,JAX,TE,6,IND,0,0,0,0,0,0,0,0,6.8,5.1,48.9,0.3,11.8,11.79
1481,Terry McLaurin,WAS,WR,4,PHI,0,0,0,0,0,0.2,0.9,0,6.4,4.3,57.9,0.3,11.8,11.78
1482,Zach Wilson,NYJ,QB,8,NYG,17.7,31.4,194.7,0.9,0.8,3.2,15.8,0.1,0,0,0,0,11.8,11.77
1482,Aidan O'Connell,LV,QB,15,LAC,18.8,30.2,201.3,1.1,0.8,2.1,7.2,0.1,0,0,0,0,11.8,11.77
1482,Najee Harris,PIT,RB,4,HOU,0,0,0,0,0,15.2,60.7,0.4,2.8,1.9,10,0.1,11.8,11.77
1482,Isiah Pacheco,KC,RB,3,CHI,0,0,0,0,0,12.6,59,0.4,2.7,1.9,11.7,0.1,11.8,11.77
1482,Calvin Ridley,JAX,WR,14,CLE,0,0,0,0,0,0.3,1,0,6,4.2,56.7,0.3,11.8,11.77
1487,Ryan Tannehill,TEN,QB,4,CIN,17.9,28.4,201.3,1,0.8,2.4,9.1,0.1,0,0,0,0,11.8,11.76
1487,Desmond Ridder,ATL,QB,7,TB,19,31.1,199.3,1,0.8,3,11.9,0.1,0,0,0,0,11.8,11.76
1487,De'Von Achane,MIA,RB,16,DAL,0,0,0,0,0,8.6,41.6,0.3,3.4,2.7,21,0.2,11.8,11.76
1487,Brandon Aiyuk,SF,WR,1,PIT,0,0,0,0,0,0.3,1.6,0,5.9,4,54,0.4,11.8,11.76
1487,Drake London,ATL,WR,12,NO,0,0,0,0,0,0,0,0,6.6,4.5,54.6,0.3,11.8,11.76
1492,George Kittle,SF,TE,11,TB,0,0,0,0,0,0.2,0.6,0,5.3,3.9,53.9,0.4,11.8,11.75
1492,Drake London,ATL,WR,14,TB,0,0,0,0,0,0,0,0,6,4.4,55.5,0.3,11.8,11.75
1492,Tyler Lockett,SEA,WR,16,TEN,0,0,0,0,0,0.05,0.2,0,6.7,4.6,53.3,0.3,11.8,11.75
1495,Tyler Boyd,CIN,WR,10,HOU,0,0,0,0,0,0.2,0.7,0,6.2,4.7,51.7,0.3,11.7,11.74
1496,Bryce Young,CAR,QB,18,TB,19.1,31.2,196.1,0.9,0.7,3.4,14.9,0.1,0,0,0,0,11.7,11.73
1496,Najee Harris,PIT,RB,10,GB,0,0,0,0,0,14.3,57.1,0.4,3,2.1,11.2,0.1,11.7,11.73
1496,JuJu Smith-Schuster,NE,WR,1,PHI,0,0,0,0,0,0.2,1,0,7,4.8,52.3,0.3,11.7,11.73
1499,George Pickens,PIT,WR,18,BAL,0,0,0,0,0,0.1,0.8,0,6.2,3.8,60.4,0.3,11.7,11.72
1499,Rashee Rice,KC,WR,13,GB,0,0,0,0,0,0,0,0,5.6,4.2,51.2,0.4,11.7,11.72
1501,Joshua Dobbs,ARI,QB,4,SF,19.6,31.1,197,0.9,0.9,3.2,18.3,0.1,0,0,0,0,11.7,11.71
1501,David Montgomery,DET,RB,18,MIN,0,0,0,0,0,13.8,59.5,0.6,1.6,1.4,9.6,0,11.7,11.71
1501,Breece Hall,NYJ,RB,5,DEN,0,0,0,0,0,12,57.3,0.4,2.8,2,11.8,0.1,11.7,11.71
1501,Christian Watson,GB,WR,5,LV,0,0,0,0,0,0.4,2.3,0,5.6,3.9,51.8,0.4,11.7,11.71
1501,Sam LaPorta,DET,TE,8,LV,0,0,0,0,0,0,0,0,6.5,4.6,47.1,0.4,11.7,11.71
1506,Joshua Dobbs,ARI,QB,2,NYG,19.9,32.5,198.3,1,0.7,2.5,11.7,0.1,0,0,0,0,11.7,11.7
1506,Isiah Pacheco,KC,RB,4,NYJ,0,0,0,0,0,12.7,59,0.4,2.8,1.9,11,0.1,11.7,11.7
1506,Joshua Palmer,LAC,WR,4,LV,0,0,0,0,0,0.1,0.5,0,6.1,4.3,49.5,0.4,11.7,11.7
1506,Josh Downs,IND,WR,12,TB,0,0,0,0,0,0.2,0.8,0,6.3,4.4,54.2,0.3,11.7,11.7
1510,Zach Wilson,NYJ,QB,2,DAL,18,30.8,194.6,1,0.9,2.6,13.1,0.1,0,0,0,0,11.7,11.69
1510,James Cook,BUF,RB,14,KC,0,0,0,0,0,12.2,53.8,0.3,3.4,2.6,15.1,0.1,11.7,11.69
1510,Joshua Palmer,LAC,WR,16,BUF,0,0,0,0,0,0.07,0.3,0,5.7,4.3,55.6,0.3,11.7,11.69
1510,Zay Flowers,BAL,WR,16,SF,0,0,0,0,0,0.5,2.7,0,7.1,4.5,51.2,0.3,11.7,11.69
1510,Michael Thomas,NO,WR,8,IND,0,0,0,0,0,0,0,0,6.3,4.7,51.9,0.3,11.7,11.69
1515,Jake Browning,CIN,QB,12,PIT,18.7,31.5,205.4,1,1.1,3.2,14.6,0.1,0,0,0,0,11.7,11.68
1515,Jayden Reed,GB,WR,17,MIN,0,0,0,0,0,1.45,7,0,6.9,4.4,47.8,0.3,11.7,11.68
1515,Marquise Brown,ARI,WR,9,CLE,0,0,0,0,0,0.1,0.7,0,7.2,4.6,52.1,0.3,11.7,11.68
1518,Jonathan Taylor,IND,RB,5,TEN,0,0,0,0,0,14.5,59.7,0.4,2.6,1.9,10,0.1,11.7,11.67
1518,Calvin Ridley,JAX,WR,15,BAL,0,0,0,0,0,0.3,1.5,0,6.6,4.2,55.2,0.3,11.7,11.67
1518,Jordan Addison,MIN,WR,7,SF,0,0,0,0,0,0.1,1,0,6.4,4.4,55.7,0.3,11.7,11.67
1518,Dalton Schultz,HOU,TE,10,CIN,0,0,0,0,0,0,0,0,5.7,4.5,47.7,0.4,11.7,11.67
1522,Kenny Pickett,PIT,QB,12,CIN,17.5,28.6,188.8,1,0.7,3,11.1,0.1,0,0,0,0,11.7,11.66
1522,Jahmyr Gibbs,DET,RB,2,SEA,0,0,0,0,0,9.8,40.7,0.3,3.7,2.8,19.9,0.2,11.7,11.66
1524,Dameon Pierce,HOU,RB,6,NO,0,0,0,0,0,17.3,66.6,0.4,2.4,1.8,9.9,0,11.6,11.65
1524,Ty Chandler,MIN,RB,18,DET,0,0,0,0,0,13.2,49.8,0.4,2.8,2.1,15.7,0.1,11.6,11.65
1524,Joshua Kelley,LAC,RB,2,TEN,0,0,0,0,0,13.7,50.9,0.4,3.5,2.4,13.6,0.1,11.6,11.65
1524,George Kittle,SF,TE,3,NYG,0,0,0,0,0,0.02,0.1,0,5.5,4.1,51.4,0.4,11.6,11.65
1524,Joshua Palmer,LAC,WR,8,CHI,0,0,0,0,0,0.1,0.3,0,6,4.3,55.2,0.3,11.6,11.65
1524,Jordan Addison,MIN,WR,4,CAR,0,0,0,0,0,0.2,0.9,0,6.1,4.4,55.6,0.3,11.6,11.65
1524,Dalton Kincaid,BUF,TE,12,PHI,0,0,0,0,0,0,0,0,5.6,5,48.5,0.3,11.6,11.65
1531,Diontae Johnson,PIT,WR,8,JAX,0,0,0,0,0,0.2,1.2,0,7,4.6,51,0.3,11.6,11.62
1532,De'Von Achane,MIA,RB,11,LV,0,0,0,0,0,10.5,54.2,0.4,2.9,2.1,12.9,0.1,11.6,11.61
1532,Dalton Schultz,HOU,TE,11,ARI,0,0,0,0,0,0,0,0,5.9,4.4,48.1,0.4,11.6,11.61
1532,Sam LaPorta,DET,TE,13,NO,0,0,0,0,0,0,0,0,6.4,4.5,47.1,0.4,11.6,11.61
1532,Adam Thielen,CAR,WR,17,JAX,0,0,0,0,0,0,0,0,7.2,4.7,51.1,0.3,11.6,11.61
1536,Gardner Minshew II,IND,QB,7,CLE,19.2,33,201.9,1,0.9,3.4,11.2,0.1,0,0,0,0,11.6,11.6
1536,Breece Hall,NYJ,RB,14,HOU,0,0,0,0,0,13.2,44.5,0.3,4.1,3.1,18.5,0.1,11.6,11.6
1536,Jerry Jeudy,DEN,WR,3,MIA,0,0,0,0,0,0.2,1.2,0,6.4,4.2,56.8,0.3,11.6,11.6
1539,George Pickens,PIT,WR,4,HOU,0,0,0,0,0,0.1,0.4,0,6.3,4.1,58.5,0.3,11.6,11.59
1539,Romeo Doubs,GB,WR,5,LV,0,0,0,0,0,0.05,0.2,0,6.1,4.2,49.7,0.4,11.6,11.59
1539,Evan Engram,JAX,TE,13,CIN,0,0,0,0,0,0,0,0,6.7,5,47.9,0.3,11.6,11.59
1542,James Cook,BUF,RB,10,DEN,0,0,0,0,0,12.9,60.3,0.3,2.7,2.1,12.5,0.1,11.6,11.58
1542,De'Von Achane,MIA,RB,13,WAS,0,0,0,0,0,11,51.4,0.4,2.9,2.2,14.4,0.1,11.6,11.58
1542,Zay Flowers,BAL,WR,10,CLE,0,0,0,0,0,0.4,2.7,0,6,4.5,50.1,0.3,11.6,11.58
1545,Rhamondre Stevenson,NE,RB,9,WAS,0,0,0,0,0,11.2,46.3,0.3,3.7,2.9,18.4,0.1,11.6,11.57
1546,Joshua Dobbs,ARI,QB,3,DAL,22.9,32,198.7,0.9,0.9,2.8,14.1,0.1,0,0,0,0,11.6,11.56
1546,David Montgomery,DET,RB,13,NO,0,0,0,0,0,14.4,64.2,0.6,1.5,1,7.4,0,11.6,11.56
1548,Jaren Hall,MIN,QB,9,ATL,18.3,31.3,194.5,1.1,1,2.8,11.7,0.1,0,0,0,0,11.6,11.55
1549,Najee Harris,PIT,RB,12,CIN,0,0,0,0,0,13.9,55.8,0.4,2.9,2,11.6,0.1,11.5,11.54
1549,Jaylen Warren,PIT,RB,15,IND,0,0,0,0,0,9.9,44.8,0.3,3.6,2.8,20.6,0.1,11.5,11.54
1549,Gabe Davis,BUF,WR,2,LV,0,0,0,0,0,0.1,0.4,0,5.3,3.5,52,0.5,11.5,11.54
1549,Zay Flowers,BAL,WR,2,CIN,0,0,0,0,0,0.4,2.5,0,6.1,4.4,50.9,0.3,11.5,11.54
1553,Najee Harris,PIT,RB,3,LV,0,0,0,0,0,13.4,56.7,0.4,2.9,2,10.6,0.1,11.5,11.53
1553,Rachaad White,TB,RB,7,ATL,0,0,0,0,0,13.8,49.3,0.3,3.8,2.8,16,0.1,11.5,11.53
1553,Marquise Brown,ARI,WR,12,LAR,0,0,0,0,0,0.3,1.4,0,6.6,4.3,52.9,0.3,11.5,11.53
1553,Drake London,ATL,WR,7,TB,0,0,0,0,0,0.02,0.1,0,6.8,4.5,54.2,0.3,11.5,11.53
1557,Zach Wilson,NYJ,QB,3,NE,16.6,29.2,185.3,1,0.9,3.4,15.1,0.1,0,0,0,0,11.5,11.52
1557,Rhamondre Stevenson,NE,RB,8,MIA,0,0,0,0,0,13.1,47,0.3,4,3.1,15.2,0.1,11.5,11.52
1559,Evan Engram,JAX,TE,11,TEN,0,0,0,0,0,0,0,0,7.2,5.1,46.1,0.3,11.5,11.51
1560,Desmond Ridder,ATL,QB,13,NYJ,16.8,27.8,176.1,0.9,0.8,4.3,18.6,0.2,0,0,0,0,11.5,11.5
1560,David Montgomery,DET,RB,14,CHI,0,0,0,0,0,14.5,62.8,0.6,1.7,1.1,7.2,0,11.5,11.5
1560,D'Onta Foreman,CHI,RB,10,CAR,0,0,0,0,0,15.4,67.8,0.5,2,1.2,7.2,0,11.5,11.5
1560,Rhamondre Stevenson,NE,RB,5,NO,0,0,0,0,0,14.1,51.1,0.3,3.6,2.7,14.9,0.1,11.5,11.5
1560,Jahan Dotson,WAS,WR,1,ARI,0,0,0,0,0,0.3,1.1,0,6.3,3.9,52.9,0.4,11.5,11.5
1560,George Kittle,SF,TE,10,JAX,0,0,0,0,0,0.1,0.5,0,5.2,4,50.5,0.4,11.5,11.5
1566,Isiah Pacheco,KC,RB,2,JAX,0,0,0,0,0,12.2,53.2,0.4,2.7,2.1,12.7,0.1,11.5,11.49
1566,Chris Godwin,TB,WR,14,ATL,0,0,0,0,0,0.2,0.7,0,6.2,4.6,50.2,0.3,11.5,11.49
1568,Aidan O'Connell,LV,QB,9,NYG,19.4,32.4,205,1.1,1.1,2.6,8.6,0.1,0,0,0,0,11.5,11.46
1568,Zach Wilson,NYJ,QB,15,MIA,18.5,32.1,195.2,0.8,0.8,3.6,16.5,0.1,0,0,0,0,11.5,11.46
1570,David Montgomery,DET,RB,15,DEN,0,0,0,0,0,13.7,63.1,0.5,1.5,1.3,10.4,0,11.4,11.45
1570,George Kittle,SF,TE,4,ARI,0,0,0,0,0,0.02,0.1,0,5.3,4.1,49.4,0.4,11.4,11.45
1572,Bryce Young,CAR,QB,16,GB,18,29.5,182.2,0.9,0.7,3.4,15.5,0.1,0,0,0,0,11.4,11.44
1573,Jerome Ford,CLE,RB,12,DEN,0,0,0,0,0,13.4,61,0.3,2.8,2,11.3,0.1,11.4,11.43
1574,Brian Robinson Jr.,WAS,RB,1,ARI,0,0,0,0,0,15,65.1,0.4,1.9,1.2,7.1,0.1,11.4,11.42
1574,Breece Hall,NYJ,RB,3,NE,0,0,0,0,0,11.2,53.7,0.4,2.6,1.9,13.5,0.1,11.4,11.42
1574,Jerome Ford,CLE,RB,16,HOU,0,0,0,0,0,11.7,46.1,0.3,3.7,2.7,19.1,0.1,11.4,11.42
1577,Chuba Hubbard,CAR,RB,9,IND,0,0,0,0,0,13.8,53.9,0.4,2.5,1.9,13.2,0.1,11.4,11.41
1577,Amari Cooper,CLE,WR,6,SF,0,0,0,0,0,0,0,0,6.3,4.1,55.1,0.3,11.4,11.41
1577,Dallas Goedert,PHI,TE,2,MIN,0,0,0,0,0,0,0,0,5.2,4.1,49.1,0.4,11.4,11.41
1580,Tyson Bagent,CHI,QB,7,LV,15.9,27.2,178.9,1,1,3.3,14.4,0.2,0,0,0,0,11.4,11.4
1580,Brian Robinson Jr.,WAS,RB,6,ATL,0,0,0,0,0,14.9,61.3,0.4,2.4,1.5,9.7,0.1,11.4,11.4
1582,Khalil Herbert,CHI,RB,1,GB,0,0,0,0,0,12,61.2,0.4,2.1,1.4,8.7,0.1,11.4,11.39
1582,Miles Sanders,CAR,RB,5,DET,0,0,0,0,0,12.8,52.7,0.3,3.5,2.6,13.2,0.1,11.4,11.39
1582,Michael Thomas,NO,WR,3,GB,0,0,0,0,0,0.02,0.1,0,6.5,4.6,51.8,0.3,11.4,11.39
1585,Aidan O'Connell,LV,QB,11,MIA,19.1,31.3,209.8,1,0.9,1.9,5.9,0.1,0,0,0,0,11.4,11.38
1585,Jayden Reed,GB,WR,15,TB,0,0,0,0,0,1.2,6.5,0.1,5.4,3.9,44.3,0.3,11.4,11.38
1585,DJ Moore,CHI,WR,4,DEN,0,0,0,0,0,0.4,2,0,6.5,4.1,54.8,0.3,11.4,11.38
1585,Sam LaPorta,DET,TE,7,BAL,0,0,0,0,0,0,0,0,6.1,4.4,45.8,0.4,11.4,11.38
1585,Josh Downs,IND,WR,16,ATL,0,0,0,0,0,0.2,0.8,0,6.9,4.5,50,0.3,11.4,11.38
1585,Puka Nacua,LAR,WR,2,SF,0,0,0,0,0,0.1,0.6,0,6.7,4.5,50.2,0.3,11.4,11.38
1591,Joe Mixon,CIN,RB,13,JAX,0,0,0,0,0,15,54.5,0.3,3.3,2.4,13.2,0.1,11.4,11.37
1592,Antonio Gibson,WAS,RB,16,NYJ,0,0,0,0,0,7.9,29.3,0.2,5,3.5,27.3,0.2,11.4,11.36
1593,Marquise Brown,ARI,WR,4,SF,0,0,0,0,0,0.3,2,0,7,4.4,51.5,0.3,11.4,11.35
1594,Brandin Cooks,DAL,WR,14,PHI,0,0,0,0,0,0.1,0.6,0,5,3.8,50.8,0.4,11.3,11.34
1595,Gabe Davis,BUF,WR,3,WAS,0,0,0,0,0,0.1,0.4,0,5.5,3.3,51.9,0.5,11.3,11.33
1595,Christian Watson,GB,WR,4,DET,0,0,0,0,0,0.3,2.5,0,5.6,3.7,51.8,0.4,11.3,11.33
1595,Diontae Johnson,PIT,WR,15,IND,0,0,0,0,0,0.3,1.4,0,7.4,4.3,50.9,0.3,11.3,11.33
1598,Najee Harris,PIT,RB,14,NE,0,0,0,0,0,14.6,55.9,0.4,2.8,1.9,10.3,0.1,11.3,11.32
1598,George Pickens,PIT,WR,5,BAL,0,0,0,0,0,0.07,0.3,0,6,3.9,55.9,0.3,11.3,11.32
1598,DJ Moore,CHI,WR,2,TB,0,0,0,0,0,0.7,3.8,0,6.7,4.1,52.4,0.3,11.3,11.32
1598,Tank Dell,HOU,WR,4,PIT,0,0,0,0,0,0.1,0.3,0,6.4,4.2,52.9,0.3,11.3,11.32
1598,Adam Thielen,CAR,WR,14,NO,0,0,0,0,0,0,0,0,6.2,4.8,47.2,0.3,11.3,11.32
1603,Jordan Addison,MIN,WR,3,LAC,0,0,0,0,0,0.2,1.5,0,5.7,3.8,51.6,0.4,11.3,11.31
1604,Brian Robinson Jr.,WAS,RB,7,NYG,0,0,0,0,0,12.8,58,0.4,2.4,1.6,11,0.1,11.3,11.3
1604,Calvin Ridley,JAX,WR,11,TEN,0,0,0,0,0,0.1,0.3,0,6.1,4.2,52.7,0.3,11.3,11.3
1604,Jake Ferguson,DAL,TE,18,WAS,0,0,0,0,0,0,0,0,6,4.4,45,0.4,11.3,11.3
1607,Joshua Dobbs,ARI,QB,1,WAS,18.1,29.9,194.3,1,1,3.2,13.2,0.1,0,0,0,0,11.3,11.29
1607,David Montgomery,DET,RB,11,CHI,0,0,0,0,0,13.4,58.3,0.6,1.6,1.2,8.6,0,11.3,11.29
1607,George Pickens,PIT,WR,7,LAR,0,0,0,0,0,0.2,1.2,0,6.4,3.7,56.7,0.3,11.3,11.29
1610,Raheem Mostert,MIA,RB,2,NE,0,0,0,0,0,11.6,53.7,0.4,2.7,2,11.1,0.1,11.3,11.28
1610,Gabe Davis,BUF,WR,9,CIN,0,0,0,0,0,0.07,0.3,0,5.1,3.6,54.5,0.4,11.3,11.28
1610,Diontae Johnson,PIT,WR,16,CIN,0,0,0,0,0,0.2,1.1,0,7.2,4.2,51.7,0.3,11.3,11.28
1610,Joshua Palmer,LAC,WR,15,LV,0,0,0,0,0,0.1,0.4,0,6.9,4.3,51.4,0.3,11.3,11.28
1610,Dalton Kincaid,BUF,TE,11,NYJ,0,0,0,0,0,0,0,0,5.6,4.9,45.8,0.3,11.3,11.28
1615,Aidan O'Connell,LV,QB,16,KC,19.9,32,209.8,1,0.9,1.5,4.8,0.1,0,0,0,0,11.3,11.27
1615,Joshua Kelley,LAC,RB,4,LV,0,0,0,0,0,14,56.6,0.4,2.4,1.8,10.1,0.1,11.3,11.27
1615,Evan Engram,JAX,TE,8,PIT,0,0,0,0,0,0,0,0,6.1,4.9,45.7,0.3,11.3,11.27
1618,Jerome Ford,CLE,RB,13,LAR,0,0,0,0,0,13.6,58,0.3,3,2.1,11.6,0.1,11.3,11.26
1618,Jerry Jeudy,DEN,WR,5,NYJ,0,0,0,0,0,0.1,0.7,0,5.8,4.1,52.9,0.3,11.3,11.26
1620,George Kittle,SF,TE,2,LAR,0,0,0,0,0,0.07,0.3,0,5.2,3.9,49.2,0.4,11.2,11.25
1620,Romeo Doubs,GB,WR,14,NYG,0,0,0,0,0,0.1,0.2,0,5.4,4,48.3,0.4,11.2,11.25
1622,Dameon Pierce,HOU,RB,8,CAR,0,0,0,0,0,15.6,60.4,0.4,2.3,1.5,9,0.1,11.2,11.24
1622,Jayden Reed,GB,WR,14,NYG,0,0,0,0,0,1.77,8.5,0,5.4,3.9,46.9,0.3,11.2,11.24
1622,Terry McLaurin,WAS,WR,2,DEN,0,0,0,0,0,0.2,0.9,0,6.1,4,55.5,0.3,11.2,11.24
1625,Mitchell Trubisky,PIT,QB,14,NE,16.9,28.2,191.4,0.9,0.8,3.6,13.7,0.1,0,0,0,0,11.2,11.23
1625,Christian Watson,GB,WR,8,MIN,0,0,0,0,0,0.4,2.1,0,5.4,3.5,51.2,0.4,11.2,11.23
1625,Michael Thomas,NO,WR,2,CAR,0,0,0,0,0,0.02,0.1,0,6.2,4.4,52.2,0.3,11.2,11.23
1628,Brian Robinson Jr.,WAS,RB,4,PHI,0,0,0,0,0,14.9,61.7,0.4,2,1.2,8.5,0.1,11.2,11.22
1628,Tyler Lockett,SEA,WR,14,SF,0,0,0,0,0,0.02,0.1,0,5.8,4.5,49.1,0.3,11.2,11.22
1630,Brian Robinson Jr.,WAS,RB,13,MIA,0,0,0,0,0,12.5,49.3,0.4,2.8,2.1,13.8,0.1,11.2,11.21
1630,Javonte Williams,DEN,RB,18,LV,0,0,0,0,0,13.1,51.5,0.3,3.1,2.4,14.6,0.1,11.2,11.21
1632,Jerome Ford,CLE,RB,9,ARI,0,0,0,0,0,12.7,52.4,0.4,2.6,1.9,12.6,0.1,11.2,11.2
1632,Jaylen Warren,PIT,RB,14,NE,0,0,0,0,0,10.7,48.3,0.3,3.6,2.7,14.7,0.1,11.2,11.2
1632,Rashee Rice,KC,WR,11,PHI,0,0,0,0,0,0.1,0.3,0,5.1,4,47.7,0.4,11.2,11.2
1635,Courtland Sutton,DEN,WR,18,LV,0,0,0,0,0,0,0,0,6.6,3.7,50.9,0.4,11.2,11.19
1636,Mac Jones,NE,QB,12,NYG,17.6,26.8,191.3,1.1,0.8,2.4,9.3,0,0,0,0,0,11.2,11.18
